Reduxo ID,Fulcrum ID,Date,Latitude,Longitude,Site,Space,Level,Location Description,Asset Category,Asset Sub Category,Asset Type,GPS With Arrow,Parent QR Code,QR Code,Quantity,Asset Description,Asset ID Label,Make,Model,Serial,Capacity,Last Service Date,Manufacture Date,Condition,Comments,Photo 1,Photo 2,Photo 3,Photo 4,Photo 5,Photo 6,Defect Description,dafasdfasdf,Defect Photo 1,GPS Altitude,GPS Horizontal Accuracy,GPS Vertical Accuracy,GPS Speed,GPS Course
RSP04172,93da925d-578a-4858-9ffb-26e97883ae8b,2021-11-25,-33.86853981,121.8935821,Esperance,Admin Building,Ground,The Trumby Room,IT & Communications,IT,Monitor,No,,,2,,,LG,,,,,,3 - Good,,,,,,,,,,,,,,,
RSP04173,1c19033e-a63a-46a7-b41b-f7d6b0cf4426,2021-11-25,-33.86855456,121.8935506,Esperance,Admin Building,Ground,The Trumby Room,IT & Communications,IT,Multifunction Printer & Photocopier,No,,,1,,,Brother,MFC-L8850CDW,,,,,3 - Good,,RSP04173_20211125_01.jpg,,,,,,,,,,,,,
RSP04174,08fffc9f-b280-479b-be54-5e4a689ee57d,2021-11-25,-33.86855456,121.8935506,Esperance,Admin Building,Ground,The Trumby Room,Electrical,Lighting,Fluorescent Light - Double,No,,,3,,,,,,,,,3 - Good,,,,,,,,,,,,,,,
RSP04175,563409e2-8d50-4f62-ae0a-e0a62f673244,2021-11-25,-33.86855456,121.8935506,Esperance,Admin Building,Ground,The Trumby Room,Furniture & Fittings,Office Furniture,Cabinet with Doors,No,,,1,,,,,,,,,3 - Good,,,,,,,,,,,,,,,
RSP04176,5a0a8a6f-273e-45a8-8162-44005b2e2471,2021-11-25,-33.86855456,121.8935506,Esperance,Admin Building,Ground,The Trumby Room,Furniture & Fittings,Office Furniture,Desk,No,,,1,,,,,,,,,3 - Good,,,,,,,,,,,,,,,
RSP04177,d6e5f7e6-5c39-46a1-af19-b4f654b7ecae,2021-11-25,-33.86869097,121.893624,Esperance,Admin Building,Ground,The Trumby Room,Furniture & Fittings,Office Equipment,Desktop Phone,No,,,1,,,Polycom,HD Voice,,,,,3 - Good,,,,,,,,,,,,,,,
RSP04178,952b57d9-4bbe-4280-8e46-521f88257a1d,2021-11-25,-33.86855456,121.8935506,Esperance,Admin Building,Ground,The Trumby Room,Furniture & Fittings,Office Furniture,Filing Cabinet - 3 drawer,No,,,1,,,,,,,,,3 - Good,,,,,,,,,,,,,,,
RSP04179,85ff5f6b-ec13-4ce6-b623-8bccebda3449,2021-11-25,-33.86855456,121.8935506,Esperance,Admin Building,Ground,The Trumby Room,Furniture & Fittings,Office Furniture,Filing Cabinet - 4 drawer,No,,,1,,,,,,,,,3 - Good,,,,,,,,,,,,,,,
RSP04180,808325c8-1fa0-4eec-b7e1-9791c6870b29,2021-11-25,-33.86855456,121.8935506,Esperance,Admin Building,Ground,The Trumby Room,Furniture & Fittings,Office Furniture,Office Chair,No,,,1,,,,,,,,,3 - Good,,,,,,,,,,,,,,,
RSP04181,2e2629b6-bd8c-4e3c-a3dd-44a9960bdc6f,2021-11-25,-33.86855456,121.8935506,Esperance,Admin Building,Ground,The Trumby Room,Furniture & Fittings,Office Furniture,Pedestal Under Desk Drawers,No,,,3,,,,,,,,,3 - Good,,,,,,,,,,,,,,,
RSP04182,a74360b6-a28e-4f9b-818e-fef92d15647f,2021-11-25,-33.86855456,121.8935506,Esperance,Admin Building,Ground,The Trumby Room,Furniture & Fittings,Office Furniture,Visitor's Chair,No,,,3,,,,,,,,,3 - Good,,,,,,,,,,,,,,,
RSP04183,7aaa8628-d833-4f48-a205-735112b11565,2021-11-25,-33.86855456,121.8935506,Esperance,Admin Building,Ground,The Trumby Room,Furniture & Fittings,Office Equipment,Whiteboard,No,,,1,,,,,,,,,3 - Good,,,,,,,,,,,,,,,
RSP04184,bbf4ef4f-0a6d-422c-86eb-9902e3b2801c,2021-11-25,-33.86848135,121.893508,Esperance,Admin Building,Ground,Toilet Hallway,Security & Access,Access Control,Emergency Exit Button (Break Glass),No,,,1,,,,,,,,,3 - Good,,,,,,,,,,,,,,,
RSP04185,53972711-0405-41cc-a219-48ae4b7a1cca,2021-11-25,-33.86848135,121.893508,Esperance,Admin Building,Ground,Toilet Hallway,Fire Equipment,Fire Suppression,Fire Hose Reel,No,,103409,1,,,,,,,Aug-2021,,3 - Good,,RSP04185_Q103409_20211125_01.jpg,,,,,,,,,,,,,
RSP04186,f45a61bd-1d3a-4642-b817-62bac5c3be5f,2021-11-25,-33.86848135,121.893508,Esperance,Admin Building,Ground,Toilet Hallway,Electrical,Emergency Lighting,Exit Light,No,,,2,,,,,,,,,3 - Good,,,,,,,,,,,,,,,
RSP04187,a4b6674f-0456-4a64-af38-70dcdffc1246,2021-11-25,-33.86848135,121.893508,Esperance,Admin Building,Ground,Toilet Hallway,Electrical,Lighting,Fluorescent Light - Single,No,,,2,,,,,,,,,3 - Good,,,,,,,,,,,,,,,
RSP04188,afd116a9-3fe8-4133-8830-796695fcf5c6,2021-11-25,-33.86848135,121.893508,Esperance,Admin Building,Ground,Toilet Hallway,Security & Access,Security,CCTV Camera - Dome,No,,,1,,,,,,,,,3 - Good,,,,,,,,,,,,,,,
RSP04189,353c9867-9530-4afb-bc94-09b964bf4020,2021-11-25,-33.86857628,121.893566,Esperance,Admin Building,Ground,,Building,Building,Building,No,,No QR Code,1,,,,,,,,,3 - Good,,RSP04189_20211125_01.jpg,,,,,,,,,,,,,
RSP04190,69df1305-a50e-46b4-8dcf-3d469f7eb67f,2021-11-25,-33.86857349,121.8935516,Esperance,Admin Building,Level 1,Interview Room,IT & Communications,Audio Visual,Television (Display) (TV),No,,,1,,,TCL,,,,,,3 - Good,,RSP04190_20211125_01.jpg,,,,,,,,,,,,,
RSP04191,bace26cb-a16d-4fd3-8b5d-5ada7f137255,2021-11-25,-33.86857349,121.8935516,Esperance,Admin Building,Level 1,Interview Room,IT & Communications,Communications,Teleconferencing System,No,,103427,1,,,Polycom,SoundStation 2W,,,,,3 - Good,,RSP04191_Q103427_20211125_01.jpg,,,,,,,,,,,,,
RSP04192,d6b867f1-8ada-462a-9d32-5423e619fb33,2021-11-25,-33.86857349,121.8935516,Esperance,Admin Building,Level 1,Interview Room,Electrical,Power Generation,UPS,No,,103424,1,,,PowerShield,Defender 1600,,,,,3 - Good,,RSP04192_Q103424_20211125_01.jpg,,,,,,,,,,,,,
RSP04193,a2819c9e-ad9e-4502-84bf-6400940ef7c7,2021-11-25,-33.86857349,121.8935516,Esperance,Admin Building,Level 1,Interview Room,Fire Equipment,Fire Suppression,Portable Fire Extinguisher,No,,103426,1,,,,ABE,,4.5kg,Aug-2021,,3 - Good,,,,,,,,,,,,,,,
RSP04194,5a9446f8-4f18-469f-bdb2-0746374801b3,2021-11-25,-33.86857349,121.8935516,Esperance,Admin Building,Level 1,Interview Room,Fire Equipment,Fire Detection,Smoke Detector,No,,,1,,,,,,,,,3 - Good,,,,,,,,,,,,,,,
RSP04195,dc40ecc8-2d38-4a63-b837-9b8bf1230cdc,2021-11-25,-33.86857349,121.8935516,Esperance,Admin Building,Level 1,Interview Room,Furniture & Fittings,Occasional & Function Furniture,Side Table,No,,,2,,,,,,,,,3 - Good,,,,,,,,,,,,,,,
RSP04196,d8821fd3-10a2-4e7e-b032-689fe4f2c541,2021-11-25,-33.86857349,121.8935516,Esperance,Admin Building,Level 1,Interview Room,HVAC,Air Conditioning,Indoor Fan Unit (Split) - Wall Mounted,No,,103425,1,,,Mitsubishi,MSZ-GE35VAD,6000473T,,,,3 - Good,,RSP04196_Q103425_20211125_01.jpg,,,,,,,,,,,,,
RSP04197,54ed0416-fcef-4414-a7b3-8351ea830556,2021-11-25,-33.86857349,121.8935516,Esperance,Admin Building,Level 1,Interview Room,IT & Communications,IT,Docking Station,No,,,1,,,Lenovo,ThinkPad,,,,,3 - Good,,,,,,,,,,,,,,,
RSP04198,3926ed09-213a-41c3-90d0-59409b35cd8e,2021-11-25,-33.86857349,121.8935516,Esperance,Admin Building,Level 1,Interview Room,IT & Communications,IT,Laptop Computer,No,,,1,,IT SPARE,Toshiba,,,,,,3 - Good,,RSP04198_20211125_01.jpg,,,,,,,,,,,,,
RSP04199,c2076f54-ae96-4697-a18d-27376ce57966,2021-11-25,-33.86857349,121.8935516,Esperance,Admin Building,Level 1,Interview Room,Electrical,Emergency Lighting,Exit Light,No,,,1,,,,,,,,,3 - Good,,,,,,,,,,,,,,,
RSP04200,eb726ef2-5ec3-4163-a51d-b661eb45bc8f,2021-11-25,-33.86857349,121.8935516,Esperance,Admin Building,Level 1,Interview Room,Electrical,Lighting,Fluorescent Light - Double,No,,,4,,,,,,,,,3 - Good,,,,,,,,,,,,,,,
RSP04201,b9260a23-6307-44f1-91c0-7fb84a9996dd,2021-11-25,-33.86857349,121.8935516,Esperance,Admin Building,Level 1,Interview Room,Electrical,Lighting,Fluorescent Light - Single,No,,,1,,,,,,,,,3 - Good,,,,,,,,,,,,,,,
RSP04202,d72003f4-3016-483c-94f3-a93604bcf62b,2021-11-25,-33.86857349,121.8935516,Esperance,Admin Building,Level 1,Interview Room,Furniture & Fittings,Office Furniture,Meeting Table,No,,,1,,,,,,,,,3 - Good,,,,,,,,,,,,,,,
RSP04203,173bbf49-a190-4b76-b395-4a74247ea38a,2021-11-25,-33.86857349,121.8935516,Esperance,Admin Building,Level 1,Interview Room,Furniture & Fittings,Office Furniture,Visitor's Chair,No,,,12,,,,,,,,,3 - Good,,,,,,,,,,,,,,,
RSP04204,c53ab166-ff28-4a4a-a694-f32c2d0efee3,2021-11-25,-33.86857349,121.8935516,Esperance,Admin Building,Level 1,Interview Room,Furniture & Fittings,Office Equipment,Whiteboard,No,,,2,,,,,,,,,3 - Good,,,,,,,,,,,,,,,
RSP04205,df351b6d-d1ea-47ac-a4a6-4938cc29b597,2021-11-24,-33.87170862,121.902419,Esperance,Aft,Ground,External,Electrical,Lighting,LED Light,No,,,3,,,,,,,,,3 - Good,,,,,,,,,,,,,,,
RSP04206,22cc9eaa-9302-4094-906c-953f75688515,2021-11-24,-33.87165188,121.9022867,Esperance,Aft,Ground,External,Port Specific,Berth,Lifebuoy,Yes,,,1,,,,,,,,,3 - Good,,,,,,,,,,,3.099740624,0.002828427,,,208.35
RSP04207,18bad581-4cf9-415e-9f6f-d25a3b6c38b4,2021-11-24,-33.87165188,121.9022867,Esperance,Aft,Ground,External,Port Specific,Berth,"Mooring Assembly (includes hooks, capstan etc)",Yes,,103787,1,,MD01,Harbour and Marine Engineering,,,,,,3 - Good,,RSP04207_Q103787_20211124_01.jpg,,,,,,,,,3.099740624,0.002828427,,,208.35
RSP04208,cc2af854-bb1a-4be1-98f6-ce199e342c0d,2021-11-24,-33.87165188,121.9022867,Esperance,Aft,Ground,External,Port Specific,Conveyer,Emergency Stop (button),Yes,103787,103788,1,,,,,,,,,3 - Good,,RSP04208_Q103788_20211124_01.jpg,,,,,,,,,3.099740624,0.002828427,,,208.35
RSP04209,310c2bfe-f4f5-4322-af26-f72b9ef8e1f0,2021-11-23,-33.8736408,121.9018316,Esperance,Archive Shed,Ground,,Electrical,Power Distribution,Distribution Board (DB),No,,103309,1,3 RCD,,,,,80A,,,3 - Good,,RSP04209_Q103309_20211123_01.jpg,,,,,,,,,,,,,
RSP04210,f572d984-2bc5-4e51-b804-7054a400b1a0,2021-11-23,-33.87363022,121.9017806,Esperance,Archive Shed,Ground,,Furniture & Fittings,Furniture,Shelving,No,,,9,,,,,,,,,3 - Good,,RSP04210_20211123_01.jpg,,,,,,,,,,,,,
RSP04211,55bccd88-c237-4165-88c8-c3466d1aac00,2021-11-23,-33.8736408,121.9018316,Esperance,Archive Shed,Ground,,HVAC,Air Conditioning,RAC (Room Air Conditioner),No,,103310,1,,,Teco,,,,,,3 - Good,,RSP04211_Q103310_20211123_01.jpg,,,,,,,,,,,,,
RSP04212,70f38042-5bef-475f-8c8c-fb057aea729a,2021-11-23,-33.87363022,121.9017806,Esperance,Archive Shed,Ground,,Electrical,Lighting,Fluorescent Light - Single,No,,,3,,,,,,,,,3 - Good,,,,,,,,,,,,,,,
RSP04213,d52b0c60-064c-410b-a038-e690230e5e91,2021-11-23,-33.87363022,121.9017806,Esperance,Archive Shed,Ground,,Furniture & Fittings,Office Furniture,Filing Cabinet - 2 drawer,No,,,1,,,,,,,,,3 - Good,,,,,,,,,,,,,,,
RSP04214,a5d55f93-701c-4d32-9eaf-a10ee1f66f13,2021-11-23,-33.87363022,121.9017806,Esperance,Archive Shed,Ground,,Furniture & Fittings,Office Furniture,Filing Cabinet - 3 drawer,No,,,2,,,,,,,,,3 - Good,,,,,,,,,,,,,,,
RSP04215,fa8f8111-cf5a-4c25-9f70-af0f7fab2579,2021-11-23,-33.87363022,121.9017806,Esperance,Archive Shed,Ground,,Furniture & Fittings,Office Furniture,Filing Cabinet - 4 drawer,No,,,4,,,,,,,,,3 - Good,,,,,,,,,,,,,,,
RSP04216,8045a6ae-ea0e-4ff6-a89e-b70d53945099,2021-11-23,-33.87363022,121.9017806,Esperance,Archive Shed,Ground,,Furniture & Fittings,Office Furniture,Pedestal Under Desk Drawers,No,,,1,,,,,,,,,3 - Good,,,,,,,,,,,,,,,
RSP04217,eb3780ed-083b-492c-b2c9-8ceee0dd5f5b,2021-11-26,-33.87017113,121.8940921,Esperance,Asset & Engineering Services,Ground,Andreas Maier,HVAC,Air Conditioning,Indoor Fan Unit (Split) - Wall Mounted,No,,103930,1,,,Fujitsu,Not Sighted,Not Sighted,Not Sighted,,,3 - Good,,RSP04217_Q103930_20211126_01.jpg,,,,,,,,,,,,,
RSP04218,e285a63b-1d56-45b6-837d-d24c4012c25b,2021-11-26,-33.87017113,121.8940921,Esperance,Asset & Engineering Services,Ground,Andreas Maier,IT & Communications,IT,Docking Station,No,,,1,,,Lenovo,ThinkPad,,,,,3 - Good,,,,,,,,,,,,,,,
RSP04219,d9dcc59c-32a4-4e9c-8037-8700302d719e,2021-11-26,-33.87017113,121.8940921,Esperance,Asset & Engineering Services,Ground,Andreas Maier,IT & Communications,IT,Laptop Computer,No,,,1,,,Lenovo,ThinkPad,,,,,3 - Good,,RSP04219_20211126_01.jpg,,,,,,,,,,,,,
RSP04220,61f34ccf-89c4-4b7c-8181-fc5cfcec1c74,2021-11-26,-33.87017113,121.8940921,Esperance,Asset & Engineering Services,Ground,Andreas Maier,IT & Communications,IT,Monitor,No,,,2,,,LG/Samsung,,,,,,3 - Good,,,,,,,,,,,,,,,
RSP04221,bb9435fa-5c18-4c99-ab53-7edd823fb9bd,2021-11-26,-33.87017113,121.8940921,Esperance,Asset & Engineering Services,Ground,Andreas Maier,IT & Communications,IT,Printer,No,,,2,,,Fuji Xerox,DocuPrint CM225FW,,,,,3 - Good,,RSP04221_20211126_01.jpg,,,,,,,,,,,,,
RSP04222,ed09d274-f080-44e3-9f29-3f3aedd3893f,2021-11-26,-33.87017113,121.8940921,Esperance,Asset & Engineering Services,Ground,Andreas Maier,Electrical,Lighting,Fluorescent Light - Double,No,,,1,,,,,,,,,3 - Good,,,,,,,,,,,,,,,
RSP04223,cd0075af-34fe-40b2-9d6d-b1a36ad43f5e,2021-11-26,-33.87017113,121.8940921,Esperance,Asset & Engineering Services,Ground,Andreas Maier,Furniture & Fittings,Office Furniture,Cabinet with Doors,No,,,2,,,,,,,,,3 - Good,,,,,,,,,,,,,,,
RSP04224,11ac683e-7c10-4f2d-b6e0-7a7eb9953028,2021-11-26,-33.87017113,121.8940921,Esperance,Asset & Engineering Services,Ground,Andreas Maier,Furniture & Fittings,Office Furniture,Desk,No,,,1,,,,,,,,,3 - Good,,,,,,,,,,,,,,,
RSP04225,8f8e8413-2dc5-4aee-9b04-00246e0f4569,2021-11-26,-33.87017113,121.8940921,Esperance,Asset & Engineering Services,Ground,Andreas Maier,Furniture & Fittings,Office Equipment,Desktop Phone,No,,,1,,,Polycom,HD Voice,,,,,3 - Good,,,,,,,,,,,,,,,
RSP04226,4051060d-1ded-4125-b818-132dbfb3d6de,2021-11-26,-33.87017113,121.8940921,Esperance,Asset & Engineering Services,Ground,Andreas Maier,Furniture & Fittings,Office Furniture,Filing Cabinet - 4 drawer,No,,,1,Plan Drawer,,,,,,,,3 - Good,,RSP04226_20211126_01.jpg,,,,,,,,,,,,,
RSP04227,a8f95913-3eae-4d3c-85a9-b89aac899e0e,2021-11-26,-33.87017113,121.8940921,Esperance,Asset & Engineering Services,Ground,Andreas Maier,Furniture & Fittings,Office Furniture,Office Chair,No,,,1,,,,,,,,,3 - Good,,,,,,,,,,,,,,,
RSP04228,6f57bc6d-4d18-49cb-b03c-66eec4d4846f,2021-11-26,-33.87017113,121.8940921,Esperance,Asset & Engineering Services,Ground,Andreas Maier,Furniture & Fittings,Office Furniture,Pedestal Under Desk Drawers,No,,,2,,,,,,,,,3 - Good,,,,,,,,,,,,,,,
RSP04229,a7b35686-af7e-4ce3-9064-5d5d169d645e,2021-11-26,-33.87017113,121.8940921,Esperance,Asset & Engineering Services,Ground,Andreas Maier,Furniture & Fittings,Office Furniture,Visitor's Chair,No,,,1,,,,,,,,,3 - Good,,,,,,,,,,,,,,,
RSP04230,5580280b-9331-45ce-af44-58970c97d178,2021-11-26,-33.87017113,121.8940921,Esperance,Asset & Engineering Services,Ground,Andreas Maier,Furniture & Fittings,Office Equipment,Whiteboard,No,,,1,,,,,,,,,3 - Good,,,,,,,,,,,,,,,
RSP04231,c653fee2-e14b-4595-ab60-5a34400c8074,2021-11-26,-33.87009764,121.8940981,Esperance,Asset & Engineering Services,Ground,Bertram Dan,HVAC,Air Conditioning,Indoor Fan Unit (Split) - Wall Mounted,No,,No QR Code,1,,,Fujitsu,Plasma,Not Sighted,Not Sighted,,,3 - Good,,RSP04231_20211126_01.jpg,,,,,,,,,,,,,
RSP04232,3c5b7f94-079b-4c91-b62f-caf5bb5e354c,2021-11-26,-33.87009764,121.8940981,Esperance,Asset & Engineering Services,Ground,Bertram Dan,IT & Communications,IT,Docking Station,No,,,2,,,Lenovo,ThinkPad,,,,,3 - Good,,,,,,,,,,,,,,,
RSP04233,2222b03e-df3a-4fb4-96e1-ef758da2a651,2021-11-26,-33.87009764,121.8940981,Esperance,Asset & Engineering Services,Ground,Bertram Dan,IT & Communications,IT,Laptop Computer,No,,,2,,,Lenovo,ThinkPad,,,,,3 - Good,,RSP04233_20211126_01.jpg,,,,,,,,,,,,,
RSP04234,753f2230-3973-4914-8078-1f21f9fe69d6,2021-11-26,-33.87009764,121.8940981,Esperance,Asset & Engineering Services,Ground,Bertram Dan,IT & Communications,IT,Monitor,No,,,2,,,LG,,,,,,3 - Good,,,,,,,,,,,,,,,
RSP04235,d2d8a0f6-ab49-48e9-b124-3a439d3ef309,2021-11-26,-33.87009764,121.8940981,Esperance,Asset & Engineering Services,Ground,Bertram Dan,IT & Communications,IT,Monitor,No,,,2,,,Samsung,,,,,,3 - Good,,,,,,,,,,,,,,,
RSP04236,fbc0ffd3-dbd1-4cc4-9a5a-b69153b85e7d,2021-11-26,-33.87009764,121.8940981,Esperance,Asset & Engineering Services,Ground,Bertram Dan,Kitchen Equipment,Refrigeration,Refrigerator - Domestic,No,,,1,,,Westinghouse,,,,,,3 - Good,,,,,,,,,,,,,,,
RSP04237,e91699f6-2fba-47b1-aa57-caf43034e1f7,2021-11-26,-33.87009764,121.8940981,Esperance,Asset & Engineering Services,Ground,Bertram Dan,Electrical,Lighting,Fluorescent Light - Double,No,,,2,,,,,,,,,3 - Good,,,,,,,,,,,,,,,
RSP04238,01056d06-df01-4632-bf73-84ce8ee23ea1,2021-11-26,-33.87009764,121.8940981,Esperance,Asset & Engineering Services,Ground,Bertram Dan,Furniture & Fittings,Office Furniture,Bookcase Cabinet (No doors),No,,,3,,,,,,,,,3 - Good,,,,,,,,,,,,,,,
RSP04239,2fa108aa-28a9-47d5-9879-9d8c428026d0,2021-11-26,-33.87009764,121.8940981,Esperance,Asset & Engineering Services,Ground,Bertram Dan,Furniture & Fittings,Office Furniture,Desk,No,,,1,Adjustable,,,,,,,,3 - Good,,,,,,,,,,,,,,,
RSP04240,d4629762-4a76-46c5-befa-b295d5fdeb44,2021-11-26,-33.87009764,121.8940981,Esperance,Asset & Engineering Services,Ground,Bertram Dan,Furniture & Fittings,Office Furniture,Desk,No,,,1,,,,,,,,,3 - Good,,,,,,,,,,,,,,,
RSP04241,186ab09f-76d8-46a2-8cde-3585ef578698,2021-11-26,-33.87009764,121.8940981,Esperance,Asset & Engineering Services,Ground,Bertram Dan,Furniture & Fittings,Office Equipment,Desktop Phone,No,,,2,,,Polycom,HD Voice,,,,,3 - Good,,,,,,,,,,,,,,,
RSP04242,5e09b471-94da-4356-ad4d-eb78e74484fb,2021-11-26,-33.87009764,121.8940981,Esperance,Asset & Engineering Services,Ground,Bertram Dan,Furniture & Fittings,Office Equipment,Desktop Phone,No,,,2,Portable Radio,,,,,,,,3 - Good,,,,,,,,,,,,,,,
RSP04243,8acde562-ab05-48b0-bcca-546f4604e659,2021-11-26,-33.87009764,121.8940981,Esperance,Asset & Engineering Services,Ground,Bertram Dan,Furniture & Fittings,Office Furniture,Office Chair,No,,,3,,,,,,,,,3 - Good,,,,,,,,,,,,,,,
RSP04244,63e5ac6c-80f6-47c5-a285-e9dd156ed8f4,2021-11-26,-33.87009764,121.8940981,Esperance,Asset & Engineering Services,Ground,Bertram Dan,Furniture & Fittings,Office Furniture,Pedestal Under Desk Drawers,No,,,3,,,,,,,,,3 - Good,,,,,,,,,,,,,,,
RSP04245,d42380ed-27f8-4799-b396-8491824e7be8,2021-11-26,-33.87009764,121.8940981,Esperance,Asset & Engineering Services,Ground,Bertram Dan,Furniture & Fittings,Office Equipment,Whiteboard,No,,,2,,,,,,,,,3 - Good,,,,,,,,,,,,,,,
RSP04246,b9210ef7-29ef-4c96-9bde-5a081d6a0c68,2021-11-12,-33.87149496,121.8988605,Esperance,Berth 1,Ground,East End,Fire Equipment,Fire Suppression,Hydrant,Yes,,101639,1,Dual,,,,,,,,3 - Good,,RSP04246_Q101639_20211112_01.jpg,,,,,,,,,3.02480852603912,0.026925825,,,273.7
RSP04247,73597ecb-af81-4d77-94c9-d1a39d5b9ef7,2021-11-12,-33.87145899,121.8986202,Esperance,Berth 1,Ground,East End,Fire Equipment,Fire Detection,Manual Call Point (Red Break Glass),Yes,,,1,,,AARC,Evac,,,,,3 - Good,,RSP04247_20211112_01.jpg,,,,,,,,,3.10460436344147,0.02828427,,,292.44
RSP04248,82117313-128b-40be-be5e-f31f7c3f8b15,2021-11-12,-33.87143182,121.8985774,Esperance,Berth 1,Ground,East End,Fire Equipment,Fire Suppression,Portable Fire Extinguisher,Yes,,101637,1,,,,ABE,,9kg,Aug-2021,,3 - Good,,RSP04248_Q101637_20211112_01.jpg,,,,,,,,,3.20650637149811,0.016124517,,,46.2
RSP04249,87fcd989-5eac-4797-b5b0-5520dc756cc9,2021-11-12,-33.87156556,121.898722,Esperance,Berth 1,Ground,East End,Port Specific,Berth,"Mooring Assembly (includes hooks, capstan etc)",Yes,,107407,1,Dynamic Mooring System,5,ShoreTension,ST102,ST102059,"1,500kN",2021,,3 - Good,,RSP04249_Q107407_20211112_01.jpg,RSP04249_Q107407_20211112_02.jpg,,,,,,,,3.22395861148834,0.14860013,,,187.01
RSP04250,9fc165a3-ba67-4a47-99d3-e951aba4c930,2021-11-12,-33.87176548,121.8991359,Esperance,Berth 1,Ground,East End,Port Specific,Berth,"Mooring Assembly (includes hooks, capstan etc)",Yes,,107409,1,Dynamic Mooring System,3,ShoreTension,ST102,ST102008,"1,500kN",2016,,3 - Good,,RSP04250_Q107409_20211112_01.jpg,,,,,,,,,3.1257187128067,0.004242641,,,225.57
RSP04251,4c4f4088-f8a0-4a10-b21a-2fee1ff06ad3,2021-11-12,-33.87181962,121.8992887,Esperance,Berth 1,Ground,East End,Port Specific,Crane,Sheaves (Pulley),Yes,,107410,1,Sheave Block,SB-051,ShoreTension,SB134,SB134051,120T,2016,,3 - Good,,RSP04251_Q107410_20211112_01.jpg,RSP04251_Q107410_20211112_02.jpg,,,,,,,,3.38394320011139,0.0028284274,,,112.82
RSP04252,a3933b3a-c50f-4f0e-8859-9cd8ee2a6788,2021-11-12,-33.87174412,121.8991325,Esperance,Berth 1,Ground,East End,Port Specific,Crane,Sheaves (Pulley),Yes,,107408,1,Sheave Block,SB-050,ShoreTension,SB134,SB134050,120T,2016,,3 - Good,,RSP04252_Q107408_20211112_01.jpg,RSP04252_Q107408_20211112_02.jpg,,,,,,,,3.40865480899811,0.004242641,,,97.43
RSP04253,03e6d145-f011-47f3-beab-6f724c345f25,2021-11-12,-33.87149905,121.898863,Esperance,Berth 1,Ground,East End,Port Specific,Navigational,Land Based Navigational Aid,Yes,,101640,1,Pilot Navigation Marker,,,,,,,,3 - Good,,RSP04253_Q101640_20211112_01.jpg,,,,,,,,,2.72082102298737,0.043266613,,,193.29
RSP04254,b24385c2-2165-4f6b-99ad-f4bb4248fb3a,2021-11-12,-33.87147124,121.898834,Esperance,Berth 1,Ground,East End,Plant & Equipment,Vessel,Brow,Yes,,101638,1,,SHBR07,,,,400kg,,,3 - Good,,RSP04254_Q101638_20211112_01.jpg,,,,,,,,,2.75972712039948,0.19518197,,,119.97
RSP04255,2db4e908-1cb6-42e4-91f3-be080a9822f5,2021-11-12,-33.87214103,121.898984,Esperance,Berth 1,Ground,Near Dust Extractor 5,Fire Equipment,Fire Suppression,Hydrant,Yes,,101987,1,Dual,HB2-09,,,,,,,3 - Good,,RSP04255_Q101987_20211112_01.jpg,,,,,,,,,3.08175814151764,0.004242641,,,22.44
RSP04256,cb256c5b-10f4-430c-b1c9-587231a4af0e,2021-10-28,-33.87057284,121.8965212,Esperance,Berth 1,Ground,Weather Station,Port Specific,Enviromental,Air Monitor,No,,100437,1,,,,,,,,,3 - Good,,RSP04256_Q100437_20211028_01.jpg,RSP04256_Q100437_20211028_02.jpg,,,,,,,,,,,,
RSP04257,b0ce1ca7-3b45-43bc-a95d-d3dd92c730f9,2021-11-12,-33.87094504,121.8973354,Esperance,Berth 1,Ground,West End,Electrical,Power Distribution,Cathodic Protection,Yes,,101625,1,Transformer Rectifier Unit,,,,,,,,3 - Good,,RSP04257_Q101625_20211112_01.jpg,,,,,,,,,8.83355867862701,0.26725456,,,260.2
RSP04258,dd56961c-b383-42bd-b979-0ed1dae9f67e,2021-11-12,-33.87096308,121.8973238,Esperance,Berth 1,Ground,West End,Electrical,Power Distribution,Distribution Board (DB),Yes,,101627,1,,BERTH 1 SMALL LIGHT & POWER DISTRIBUTION BOARD B1-DB001,CPE SWITCHBOARDS,,,,,,3 - Good,,RSP04258_Q101627_20211112_01.jpg,,,,,,,,,9.82060587406158,0.37951154,,,155.55
RSP04259,d69cfc26-a318-471c-af4c-9cb051e9423e,2021-11-12,-33.87098084,121.8973135,Esperance,Berth 1,Ground,West End,Electrical,Power Distribution,Mechanical Services Switch Board (MSSB),Yes,,101629,1,,BERTH 1 FUEL PIT 1 AND FUEL PIT 2,B&R,,,,,,3 - Good,,RSP04259_Q101629_20211112_01.jpg,RSP04259_Q101629_20211112_02.jpg,,,,,,,,6.32065546512604,0.18578483,,,265.05
RSP04260,3767a306-e26e-4739-b775-59d06bf9454d,2021-11-12,-33.87096308,121.8973238,Esperance,Berth 1,Ground,West End,Fire Equipment,Fire Detection,Manual Call Point (Red Break Glass),Yes,101627,,1,,,,,,,,,3 - Good,,,,,,,,,,,9.82060587406158,0.37951154,,,155.55
